"orderNumber","orderDate","requiredDate","shippedDate","status","comments","customerNumber","OrderPriority","Year","Month","ShipMode"
"506054580","2014-05-30","0000-00-00",NULL,,NULL,"0","H","2014.0","5.0",NULL
"506055867","2013-05-13","0000-00-00",NULL,,NULL,"0","L","2013.0","5.0",NULL
"506106507","2012-08-04","0000-00-00",NULL,,NULL,"0","L","2012.0","8.0",NULL
"506130540","2013-04-02","0000-00-00",NULL,,NULL,"0","H","2013.0","4.0",NULL
"506132256","2014-05-20","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"506161439","2010-11-09","0000-00-00",NULL,,NULL,"0","M","2010.0","11.0",NULL
"506174314","2015-07-16","0000-00-00",NULL,,NULL,"0","H","2015.0","7.0",NULL
"506180751","2010-04-22","0000-00-00",NULL,,NULL,"0","H","2010.0","4.0",NULL
"506183326","2015-10-15","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"506208217","2013-03-23","0000-00-00",NULL,,NULL,"0","M","2013.0","3.0",NULL
"506291902","2013-05-12","0000-00-00",NULL,,NULL,"0","C","2013.0","5.0",NULL
"506295764","2010-03-22","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"506304347","2015-11-13","0000-00-00",NULL,,NULL,"0","C","2015.0","11.0",NULL
"506306922","2013-10-10","0000-00-00",NULL,,NULL,"0","H","2013.0","10.0",NULL
"506315505","2011-11-06","0000-00-00",NULL,,NULL,"0","M","2011.0","11.0",NULL
"506316792","2010-10-19","0000-00-00",NULL,,NULL,"0","H","2010.0","10.0",NULL
"506343829","2011-07-18","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"506382453","2010-06-10","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"506399619","2014-02-27","0000-00-00",NULL,,NULL,"0","C","2014.0","2.0",NULL
"506443393","2016-06-11","0000-00-00",NULL,,NULL,"0","C","2016.0","6.0",NULL
"506467425","2017-02-07","0000-00-00",NULL,,NULL,"0","M","2017.0","2.0",NULL
"506501758","2016-12-18","0000-00-00",NULL,,NULL,"0","M","2016.0","12.0",NULL
"506508195","2011-09-25","0000-00-00",NULL,,NULL,"0","M","2011.0","9.0",NULL
"506533086","2016-09-29","0000-00-00",NULL,,NULL,"0","L","2016.0","9.0",NULL
"506548106","2017-02-27","0000-00-00",NULL,,NULL,"0","C","2017.0","2.0",NULL
"506558406","2016-05-11","0000-00-00",NULL,,NULL,"0","M","2016.0","5.0",NULL
"506588447","2017-03-09","0000-00-00",NULL,,NULL,"0","C","2017.0","3.0",NULL
"506597888","2012-01-14","0000-00-00",NULL,,NULL,"0","C","2012.0","1.0",NULL
"506603896","2012-03-14","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"506648099","2016-08-29","0000-00-00",NULL,,NULL,"0","H","2016.0","8.0",NULL
"506654965","2013-08-09","0000-00-00",NULL,,NULL,"0","C","2013.0","8.0",NULL
"506657111","2016-11-28","0000-00-00",NULL,,NULL,"0","H","2016.0","11.0",NULL
"506674706","2015-03-25","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"506679856","2011-01-16","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"506722342","2014-05-17","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"506759250","2012-02-22","0000-00-00",NULL,,NULL,"0","C","2012.0","2.0",NULL
"506762254","2012-03-23","0000-00-00",NULL,,NULL,"0","C","2012.0","3.0",NULL
"506775557","2011-07-06","0000-00-00",NULL,,NULL,"0","L","2011.0","7.0",NULL
"506794869","2010-12-16","0000-00-00",NULL,,NULL,"0","L","2010.0","12.0",NULL
"506800448","2016-07-09","0000-00-00",NULL,,NULL,"0","C","2016.0","7.0",NULL
"506805598","2012-05-02","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"506818902","2011-08-15","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"506839501","2010-01-08","0000-00-00",NULL,,NULL,"0","M","2010.0","1.0",NULL
"506855809","2016-12-17","0000-00-00",NULL,,NULL,"0","M","2016.0","12.0",NULL
"506873404","2015-04-13","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"506893146","2016-11-26","0000-00-00",NULL,,NULL,"0","M","2016.0","11.0",NULL
"506908166","2017-04-26","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"506917607","2012-03-02","0000-00-00",NULL,,NULL,"0","L","2012.0","3.0",NULL
"506919324","2013-04-19","0000-00-00",NULL,,NULL,"0","H","2013.0","4.0",NULL
"506949794","2016-04-19","0000-00-00",NULL,,NULL,"0","L","2016.0","4.0",NULL
"506952369","2014-03-16","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"506960523","2010-02-07","0000-00-00",NULL,,NULL,"0","H","2010.0","2.0",NULL
"506978547","2010-08-07","0000-00-00",NULL,,NULL,"0","M","2010.0","8.0",NULL
"506982409","2015-01-12","0000-00-00",NULL,,NULL,"0","H","2015.0","1.0",NULL
"507018458","2016-01-09","0000-00-00",NULL,,NULL,"0","L","2016.0","1.0",NULL
"507034766","2015-05-23","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"507064807","2016-03-19","0000-00-00",NULL,,NULL,"0","H","2016.0","3.0",NULL
"507079827","2016-08-17","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"507085406","2014-08-14","0000-00-00",NULL,,NULL,"0","L","2014.0","8.0",NULL
"507111155","2016-05-28","0000-00-00",NULL,,NULL,"0","M","2016.0","5.0",NULL
"507128322","2012-07-20","0000-00-00",NULL,,NULL,"0","C","2012.0","7.0",NULL
"507131755","2014-10-23","0000-00-00",NULL,,NULL,"0","C","2014.0","10.0",NULL
"507153213","2017-07-25","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"507171237","2010-06-27","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"507175529","2017-02-04","0000-00-00",NULL,,NULL,"0","C","2017.0","2.0",NULL
"507179391","2013-12-15","0000-00-00",NULL,,NULL,"0","C","2013.0","12.0",NULL
"507210719","2013-09-25","0000-00-00",NULL,,NULL,"0","C","2013.0","9.0",NULL
"507212007","2012-09-08","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"507224452","2015-03-12","0000-00-00",NULL,,NULL,"0","M","2015.0","3.0",NULL
"507224881","2017-05-15","0000-00-00",NULL,,NULL,"0","M","2017.0","5.0",NULL
"507231748","2014-04-24","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"507242476","2015-09-09","0000-00-00",NULL,,NULL,"0","C","2015.0","9.0",NULL
"507253205","2017-01-24","0000-00-00",NULL,,NULL,"0","M","2017.0","1.0",NULL
"507261788","2015-02-20","0000-00-00",NULL,,NULL,"0","L","2015.0","2.0",NULL
"507326591","2010-06-06","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"507344615","2010-12-04","0000-00-00",NULL,,NULL,"0","M","2010.0","12.0",NULL
"507379806","2015-02-19","0000-00-00",NULL,,NULL,"0","M","2015.0","2.0",NULL
"507381093","2014-02-02","0000-00-00",NULL,,NULL,"0","C","2014.0","2.0",NULL
"507385814","2015-04-21","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"507392251","2010-01-26","0000-00-00",NULL,,NULL,"0","M","2010.0","1.0",NULL
"507400834","2015-09-19","0000-00-00",NULL,,NULL,"0","L","2015.0","9.0",NULL
"507418859","2016-03-17","0000-00-00",NULL,,NULL,"0","C","2016.0","3.0",NULL
"507419288","2010-10-24","0000-00-00",NULL,,NULL,"0","C","2010.0","10.0",NULL
"507452762","2013-11-23","0000-00-00",NULL,,NULL,"0","H","2013.0","11.0",NULL
"507492244","2017-02-22","0000-00-00",NULL,,NULL,"0","L","2017.0","2.0",NULL
"507515418","2013-06-15","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"507520568","2016-11-03","0000-00-00",NULL,,NULL,"0","L","2016.0","11.0",NULL
"507542455","2014-03-14","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"507569062","2012-10-06","0000-00-00",NULL,,NULL,"0","M","2012.0","10.0",NULL
"507577216","2016-03-27","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"507586228","2016-06-25","0000-00-00",NULL,,NULL,"0","C","2016.0","6.0",NULL
"507613694","2011-10-30","0000-00-00",NULL,,NULL,"0","H","2011.0","10.0",NULL
"507632148","2014-07-02","0000-00-00",NULL,,NULL,"0","M","2014.0","7.0",NULL
"507655751","2012-12-26","0000-00-00",NULL,,NULL,"0","C","2012.0","12.0",NULL
"507702529","2015-05-09","0000-00-00",NULL,,NULL,"0","H","2015.0","5.0",NULL
"507705533","2015-06-08","0000-00-00",NULL,,NULL,"0","H","2015.0","6.0",NULL
"507709825","2014-06-21","0000-00-00",NULL,,NULL,"0","L","2014.0","6.0",NULL
"507710254","2016-08-24","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"507721412","2012-08-16","0000-00-00",NULL,,NULL,"0","H","2012.0","8.0",NULL
"507722270","2016-12-23","0000-00-00",NULL,,NULL,"0","C","2016.0","12.0",NULL
"507779347","2010-12-22","0000-00-00",NULL,,NULL,"0","L","2010.0","12.0",NULL
"507817113","2013-02-03","0000-00-00",NULL,,NULL,"0","L","2013.0","2.0",NULL
"507833850","2014-08-20","0000-00-00",NULL,,NULL,"0","M","2014.0","8.0",NULL
"507869470","2013-06-13","0000-00-00",NULL,,NULL,"0","H","2013.0","6.0",NULL
"507887065","2011-10-09","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"507895219","2015-03-29","0000-00-00",NULL,,NULL,"0","C","2015.0","3.0",NULL
"507909381","2011-04-21","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"507975900","2015-04-18","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"508018815","2013-03-24","0000-00-00",NULL,,NULL,"0","C","2013.0","3.0",NULL
"508027827","2013-06-23","0000-00-00",NULL,,NULL,"0","C","2013.0","6.0",NULL
"508031260","2015-09-26","0000-00-00",NULL,,NULL,"0","C","2015.0","9.0",NULL
"508080184","2013-10-31","0000-00-00",NULL,,NULL,"0","M","2013.0","10.0",NULL
"508109366","2010-04-23","0000-00-00",NULL,,NULL,"0","H","2010.0","4.0",NULL
"508117520","2013-10-11","0000-00-00",NULL,,NULL,"0","L","2013.0","10.0",NULL
"508156573","2014-11-07","0000-00-00",NULL,,NULL,"0","H","2014.0","11.0",NULL
"508194768","2011-07-29","0000-00-00",NULL,,NULL,"0","H","2011.0","7.0",NULL
"508205926","2015-02-15","0000-00-00",NULL,,NULL,"0","L","2015.0","2.0",NULL
"508223092","2011-04-09","0000-00-00",NULL,,NULL,"0","H","2011.0","4.0",NULL
"508249700","2017-05-30","0000-00-00",NULL,,NULL,"0","L","2017.0","5.0",NULL
"508251845","2013-02-21","0000-00-00",NULL,,NULL,"0","C","2013.0","2.0",NULL
"508295619","2015-06-06","0000-00-00",NULL,,NULL,"0","H","2015.0","6.0",NULL
"508303344","2016-09-20","0000-00-00",NULL,,NULL,"0","L","2016.0","9.0",NULL
"508308064","2010-05-12","0000-00-00",NULL,,NULL,"0","H","2010.0","5.0",NULL
"508314073","2010-07-11","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"508322227","2013-12-29","0000-00-00",NULL,,NULL,"0","L","2013.0","12.0",NULL
"508324372","2017-04-19","0000-00-00",NULL,,NULL,"0","H","2017.0","4.0",NULL
"508342397","2010-03-22","0000-00-00",NULL,,NULL,"0","M","2010.0","3.0",NULL
"508367717","2017-05-29","0000-00-00",NULL,,NULL,"0","M","2017.0","5.0",NULL
"508415782","2011-02-27","0000-00-00",NULL,,NULL,"0","H","2011.0","2.0",NULL
"508448398","2017-06-18","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"508450973","2015-05-16","0000-00-00",NULL,,NULL,"0","C","2015.0","5.0",NULL
"508467710","2016-11-29","0000-00-00",NULL,,NULL,"0","L","2016.0","11.0",NULL
"508481872","2012-12-22","0000-00-00",NULL,,NULL,"0","H","2012.0","12.0",NULL
"508490455","2011-01-17","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"508538520","2012-05-14","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"508553969","2014-12-15","0000-00-00",NULL,,NULL,"0","M","2014.0","12.0",NULL
"508646237","2013-03-01","0000-00-00",NULL,,NULL,"0","H","2013.0","3.0",NULL
"508677136","2010-10-08","0000-00-00",NULL,,NULL,"0","M","2010.0","10.0",NULL
"508712327","2014-12-25","0000-00-00",NULL,,NULL,"0","H","2014.0","12.0",NULL
"508718335","2015-02-23","0000-00-00",NULL,,NULL,"0","H","2015.0","2.0",NULL
"508746230","2012-09-01","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"508749234","2012-10-01","0000-00-00",NULL,,NULL,"0","M","2012.0","10.0",NULL
"508771550","2012-04-13","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"508784425","2016-12-17","0000-00-00",NULL,,NULL,"0","M","2016.0","12.0",NULL
"508789145","2010-08-08","0000-00-00",NULL,,NULL,"0","C","2010.0","8.0",NULL
"508802449","2017-06-16","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"508810174","2011-03-07","0000-00-00",NULL,,NULL,"0","H","2011.0","3.0",NULL
"508816182","2011-05-06","0000-00-00",NULL,,NULL,"0","H","2011.0","5.0",NULL
"508851802","2010-02-28","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"508869826","2010-08-28","0000-00-00",NULL,,NULL,"0","H","2010.0","8.0",NULL
"508891713","2015-08-02","0000-00-00",NULL,,NULL,"0","M","2015.0","8.0",NULL
"508927762","2016-07-29","0000-00-00",NULL,,NULL,"0","C","2016.0","7.0",NULL
"508936774","2016-10-27","0000-00-00",NULL,,NULL,"0","H","2016.0","10.0",NULL
"508944499","2010-07-18","0000-00-00",NULL,,NULL,"0","L","2010.0","7.0",NULL
"508948791","2017-02-25","0000-00-00",NULL,,NULL,"0","H","2017.0","2.0",NULL
"508989989","2013-12-16","0000-00-00",NULL,,NULL,"0","H","2013.0","12.0",NULL
"509008443","2016-08-18","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"509049212","2011-04-05","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"509052646","2013-07-08","0000-00-00",NULL,,NULL,"0","M","2013.0","7.0",NULL
"509059941","2012-08-20","0000-00-00",NULL,,NULL,"0","C","2012.0","8.0",NULL
"509083545","2011-02-14","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"509101569","2011-08-14","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"509183967","2012-10-19","0000-00-00",NULL,,NULL,"0","L","2012.0","10.0",NULL
"509220874","2010-07-27","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"509225594","2011-10-12","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"509230744","2015-03-03","0000-00-00",NULL,,NULL,"0","C","2015.0","3.0",NULL
"509233748","2015-04-02","0000-00-00",NULL,,NULL,"0","C","2015.0","4.0",NULL
"509259498","2017-01-14","0000-00-00",NULL,,NULL,"0","C","2017.0","1.0",NULL
"509264647","2012-11-07","0000-00-00",NULL,,NULL,"0","H","2012.0","11.0",NULL
"509277951","2012-02-20","0000-00-00",NULL,,NULL,"0","C","2012.0","2.0",NULL
"509314429","2015-04-21","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"509326446","2015-08-20","0000-00-00",NULL,,NULL,"0","L","2015.0","8.0",NULL
"509342753","2015-01-01","0000-00-00",NULL,,NULL,"0","M","2015.0","1.0",NULL
"509343612","2011-10-12","0000-00-00",NULL,,NULL,"0","H","2011.0","10.0",NULL
"509346187","2017-04-04","0000-00-00",NULL,,NULL,"0","M","2017.0","4.0",NULL
"509368932","2011-05-24","0000-00-00",NULL,,NULL,"0","H","2011.0","5.0",NULL
"509375369","2013-09-25","0000-00-00",NULL,,NULL,"0","H","2013.0","9.0",NULL
"509377944","2011-08-22","0000-00-00",NULL,,NULL,"0","H","2011.0","8.0",NULL
"509441888","2010-02-25","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"509495961","2011-08-22","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"509506261","2010-11-03","0000-00-00",NULL,,NULL,"0","L","2010.0","11.0",NULL
"509512269","2011-01-02","0000-00-00",NULL,,NULL,"0","L","2011.0","1.0",NULL
"509537589","2010-08-14","0000-00-00",NULL,,NULL,"0","L","2010.0","8.0",NULL
"509579217","2017-03-04","0000-00-00",NULL,,NULL,"0","M","2017.0","3.0",NULL
"509580934","2010-09-23","0000-00-00",NULL,,NULL,"0","C","2010.0","9.0",NULL
"509609687","2012-08-07","0000-00-00",NULL,,NULL,"0","C","2012.0","8.0",NULL
"509630715","2013-03-06","0000-00-00",NULL,,NULL,"0","H","2013.0","3.0",NULL
"509645736","2013-08-04","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"509650886","2016-12-23","0000-00-00",NULL,,NULL,"0","C","2016.0","12.0",NULL
"509651315","2011-08-01","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"509653890","2017-01-23","0000-00-00",NULL,,NULL,"0","C","2017.0","1.0",NULL
"509659469","2015-01-19","0000-00-00",NULL,,NULL,"0","H","2015.0","1.0",NULL
"509674060","2013-04-15","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"509674489","2015-06-19","0000-00-00",NULL,,NULL,"0","M","2015.0","6.0",NULL
"509685218","2016-11-03","0000-00-00",NULL,,NULL,"0","C","2016.0","11.0",NULL
"509689939","2010-06-24","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"509705388","2013-01-25","0000-00-00",NULL,,NULL,"0","L","2013.0","1.0",NULL
"509786927","2017-06-22","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"509825122","2014-03-13","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"509826409","2013-02-23","0000-00-00",NULL,,NULL,"0","H","2013.0","2.0",NULL
"509840142","2014-08-10","0000-00-00",NULL,,NULL,"0","C","2014.0","8.0",NULL
"509844863","2015-10-27","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"509849584","2017-01-12","0000-00-00",NULL,,NULL,"0","C","2017.0","1.0",NULL
"509897649","2010-10-12","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"509911382","2012-03-28","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"509922540","2015-10-17","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"509942281","2017-06-01","0000-00-00",NULL,,NULL,"0","M","2017.0","6.0",NULL
"509991633","2010-02-12","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"509995925","2016-09-22","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"510014808","2013-12-31","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"510016953","2017-04-21","0000-00-00",NULL,,NULL,"0","C","2017.0","4.0",NULL
"510018241","2016-04-04","0000-00-00",NULL,,NULL,"0","M","2016.0","4.0",NULL
"510021674","2010-12-11","0000-00-00",NULL,,NULL,"0","M","2010.0","12.0",NULL
"510033690","2011-04-10","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"510063302","2017-06-30","0000-00-00",NULL,,NULL,"0","H","2017.0","6.0",NULL
"510067164","2014-05-11","0000-00-00",NULL,,NULL,"0","C","2014.0","5.0",NULL
"510080468","2013-08-22","0000-00-00",NULL,,NULL,"0","L","2013.0","8.0",NULL
"510083043","2011-07-20","0000-00-00",NULL,,NULL,"0","C","2011.0","7.0",NULL
"510096347","2010-10-31","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"510133254","2016-03-04","0000-00-00",NULL,,NULL,"0","C","2016.0","3.0",NULL
"510153853","2014-07-30","0000-00-00",NULL,,NULL,"0","M","2014.0","7.0",NULL
"510162436","2012-08-25","0000-00-00",NULL,,NULL,"0","L","2012.0","8.0",NULL
"510163724","2011-08-09","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"510170590","2016-02-13","0000-00-00",NULL,,NULL,"0","H","2016.0","2.0",NULL
"510204064","2011-08-18","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"510231101","2012-05-16","0000-00-00",NULL,,NULL,"0","C","2012.0","5.0",NULL
"510234963","2016-10-21","0000-00-00",NULL,,NULL,"0","L","2016.0","10.0",NULL
"510283458","2012-09-23","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"510310924","2015-08-25","0000-00-00",NULL,,NULL,"0","L","2015.0","8.0",NULL
"510315644","2016-11-10","0000-00-00",NULL,,NULL,"0","H","2016.0","11.0",NULL
"510331094","2011-11-16","0000-00-00",NULL,,NULL,"0","M","2011.0","11.0",NULL
"510341393","2011-01-29","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"510348260","2015-08-05","0000-00-00",NULL,,NULL,"0","C","2015.0","8.0",NULL
"510377013","2017-06-19","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"510380446","2012-02-25","0000-00-00",NULL,,NULL,"0","L","2012.0","2.0",NULL
"510383021","2010-01-21","0000-00-00",NULL,,NULL,"0","C","2010.0","1.0",NULL
"510395896","2014-09-27","0000-00-00",NULL,,NULL,"0","L","2014.0","9.0",NULL
"510403621","2016-01-13","0000-00-00",NULL,,NULL,"0","M","2016.0","1.0",NULL
"510405766","2011-10-07","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"510432374","2010-05-02","0000-00-00",NULL,,NULL,"0","H","2010.0","5.0",NULL
"510434949","2015-10-24","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"510436236","2014-10-07","0000-00-00",NULL,,NULL,"0","C","2014.0","10.0",NULL
"510449969","2016-03-23","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"510464560","2014-06-18","0000-00-00",NULL,,NULL,"0","C","2014.0","6.0",NULL
"510476148","2012-08-13","0000-00-00",NULL,,NULL,"0","M","2012.0","8.0",NULL
"510519063","2010-07-21","0000-00-00",NULL,,NULL,"0","L","2010.0","7.0",NULL
"510532367","2017-05-29","0000-00-00",NULL,,NULL,"0","L","2017.0","5.0",NULL
"510548675","2016-10-10","0000-00-00",NULL,,NULL,"0","M","2016.0","10.0",NULL
"510552537","2013-08-20","0000-00-00",NULL,,NULL,"0","H","2013.0","8.0",NULL
"510562837","2012-11-01","0000-00-00",NULL,,NULL,"0","C","2012.0","11.0",NULL
"510563266","2015-01-05","0000-00-00",NULL,,NULL,"0","L","2015.0","1.0",NULL
"510592019","2016-11-19","0000-00-00",NULL,,NULL,"0","L","2016.0","11.0",NULL
"510595023","2016-12-19","0000-00-00",NULL,,NULL,"0","L","2016.0","12.0",NULL
"510624206","2013-06-10","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"510670554","2013-08-19","0000-00-00",NULL,,NULL,"0","L","2013.0","8.0",NULL
"510700166","2012-04-13","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"510713469","2011-07-27","0000-00-00",NULL,,NULL,"0","H","2011.0","7.0",NULL
"510740506","2012-04-23","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"510747373","2016-10-29","0000-00-00",NULL,,NULL,"0","M","2016.0","10.0",NULL
"510751235","2013-09-08","0000-00-00",NULL,,NULL,"0","H","2013.0","9.0",NULL
"510758531","2012-10-21","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"510769259","2014-03-08","0000-00-00",NULL,,NULL,"0","M","2014.0","3.0",NULL
"510785567","2013-07-20","0000-00-00",NULL,,NULL,"0","M","2013.0","7.0",NULL
"510796296","2014-12-05","0000-00-00",NULL,,NULL,"0","C","2014.0","12.0",NULL
"510827195","2012-07-12","0000-00-00",NULL,,NULL,"0","H","2012.0","7.0",NULL
"510835349","2016-01-01","0000-00-00",NULL,,NULL,"0","L","2016.0","1.0",NULL
"510852515","2012-02-22","0000-00-00",NULL,,NULL,"0","H","2012.0","2.0",NULL
"510867965","2014-09-25","0000-00-00",NULL,,NULL,"0","H","2014.0","9.0",NULL
"510902297","2014-08-05","0000-00-00",NULL,,NULL,"0","M","2014.0","8.0",NULL
"510943496","2011-05-26","0000-00-00",NULL,,NULL,"0","M","2011.0","5.0",NULL
"510947787","2010-06-08","0000-00-00",NULL,,NULL,"0","C","2010.0","6.0",NULL
"511078250","2012-12-09","0000-00-00",NULL,,NULL,"0","L","2012.0","12.0",NULL
"511081254","2013-01-08","0000-00-00",NULL,,NULL,"0","L","2013.0","1.0",NULL
"511099278","2013-07-08","0000-00-00",NULL,,NULL,"0","C","2013.0","7.0",NULL
"511117303","2014-01-05","0000-00-00",NULL,,NULL,"0","H","2014.0","1.0",NULL
"511130177","2011-02-14","0000-00-00",NULL,,NULL,"0","H","2011.0","2.0",NULL
"511149919","2012-09-29","0000-00-00",NULL,,NULL,"0","C","2012.0","9.0",NULL
"511180388","2015-09-30","0000-00-00",NULL,,NULL,"0","H","2015.0","9.0",NULL
"511182534","2011-06-24","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"511244761","2016-06-08","0000-00-00",NULL,,NULL,"0","C","2016.0","6.0",NULL
"511246049","2015-05-22","0000-00-00",NULL,,NULL,"0","M","2015.0","5.0",NULL
"511255061","2015-08-21","0000-00-00",NULL,,NULL,"0","L","2015.0","8.0",NULL
"511273515","2010-09-25","0000-00-00",NULL,,NULL,"0","L","2010.0","9.0",NULL
"511331880","2011-04-04","0000-00-00",NULL,,NULL,"0","H","2011.0","4.0",NULL
"511358487","2017-05-25","0000-00-00",NULL,,NULL,"0","C","2017.0","5.0",NULL
"511366212","2011-02-13","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"511400973","2013-02-26","0000-00-00",NULL,,NULL,"0","M","2013.0","2.0",NULL
"511418998","2013-08-26","0000-00-00",NULL,,NULL,"0","L","2013.0","8.0",NULL
"511429727","2015-01-11","0000-00-00",NULL,,NULL,"0","H","2015.0","1.0",NULL
"511436164","2017-05-15","0000-00-00",NULL,,NULL,"0","H","2017.0","5.0",NULL
"511436593","2011-12-21","0000-00-00",NULL,,NULL,"0","H","2011.0","12.0",NULL
"511452043","2014-07-24","0000-00-00",NULL,,NULL,"0","H","2014.0","7.0",NULL
"511481225","2011-01-13","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"511587226","2010-09-14","0000-00-00",NULL,,NULL,"0","M","2010.0","9.0",NULL
"511633145","2016-04-16","0000-00-00",NULL,,NULL,"0","C","2016.0","4.0",NULL
"511635291","2012-01-09","0000-00-00",NULL,,NULL,"0","H","2012.0","1.0",NULL
"511661040","2013-10-24","0000-00-00",NULL,,NULL,"0","C","2013.0","10.0",NULL
"511700952","2011-08-31","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"511744296","2011-10-10","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"511752879","2017-06-02","0000-00-00",NULL,,NULL,"0","C","2017.0","6.0",NULL
"511766612","2011-04-22","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"511796224","2017-07-12","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"511805236","2010-03-16","0000-00-00",NULL,,NULL,"0","M","2010.0","3.0",NULL
